NomeCliente,EnderecoCompleto,ValorFatura,NumeroPaginas
Cliente Ficticio 1132,"R PRF GONCALO D FERREIRA,   265-PARQUE DO HORTO-FRANCA-SP -14409326 ",174.35,4
Cliente Ficticio 1133,"R JOSE GALVAO CESAR,   418-SAO DIMAS-GUARATINGUETA-SP -12513270 ",113.14,4
Cliente Ficticio 1134,"R SEBASTIAO VASCONCELOS FILHO,180,BLOCO C APT 52-JARDIM MARICA-MOGI DAS CRUZES-SP -08775395 ",200.66,4
Cliente Ficticio 1135,"R S FIDELIS,   310, CASA 1-JAGUARE-SAO PAULO-SP -05335100 ",101.36,4
Cliente Ficticio 1136,"R CANDIDO BENICIO,  2935, BL M, APT 302 ENT 5-PRACA SECA-RIO DE JANEIRO-RJ -22733000 ",221.80,4
Cliente Ficticio 1137,"R AMADOR BUENO DA RIBEIRA,   366-NOVA ESPERANCA-BALNEARIO CAMBORIU-SC -88336320 ",278.46,4
Cliente Ficticio 1138,"R POTENGI,   562, FD 1-VILA DAINESE-AMERICANA-SP -13469480 ",129.46,4
Cliente Ficticio 1139,"AV SEN VERGUEIRO,  2685, BL 3B, APT 112-ANCHIETA-SAO BERNARDO DO CAMPO-SP -09601900 ",56.59,4
Cliente Ficticio 1141,"CJ IMPERIAL,115-PARQUE 10 DE NOVEMBRO-MANAUS-AM -69054190 ",271.77,4
Cliente Ficticio 1142,"R FLAMINIO LEVY,   245, BL 9, APT 67-SABOO-SANTOS-SP -11085080 ",194.53,4
Cliente Ficticio 1143,"R VINTE E OITO DE SETEMBRO,   710, UNID 2-CENTRO-SANTA CRUZ DO SUL-RS -96810174 ",118.25,4
Cliente Ficticio 1144,"AV S JOSE,  1467-CENTRO-ARARAQUARA-SP -14800410 ",200.80,4
Cliente Ficticio 1145,"R DAVID NASSER,   470-RESIDENCIAL PARQUE CUMBICA-GUARULHOS-SP -07174060 ",369.29,4
Cliente Ficticio 1146,"R ITAPEMIRIM,    80-PACAEMBU-SAO PAULO-SP -01246040 ",605.56,4
Cliente Ficticio 1147,"AV VIENA,   243, APT 204-SAO GERALDO-PORTO ALEGRE-RS -90240020 ",298.47,4
Cliente Ficticio 1148,"R ANTONIO PETRUZZIELLO,32-PILARZINHO-CURITIBA-PR -82110230 ",22.84,4
Cliente Ficticio 1149,"R 1, QD 03, LT 26-SETOR SAO JOSE-GOIANIA-GO -74440330 ",247.87,4
Cliente Ficticio 1150,"R MQ DE SAPUCAI,   336-CENTRO-SABARA-MG -34505600 ",166.91,4
Cliente Ficticio 1151,"R NAVIRAI,   201-VILA MARGARIDA-CAMPO GRANDE-MS -79023162 ",215.14,4
Cliente Ficticio 1152,"AV SEN PINHEIRO MACHADO,536-MARAPE-SANTOS-SP -11075000 ",139.68,4
Cliente Ficticio 1153,"R WALDEMAR FALCAO,  1547, TOR A, APT 702-HORTO FLORESTAL-SALVADOR-BA -40295010 ",198.73,4
Cliente Ficticio 1154,"AV DES MILTON DOS REIS,    91-ITAPOA-BELO HORIZONTE-MG -31710160 ",167.73,4
Cliente Ficticio 1155,"R GEN OSORIO,  3927, APT 302-AGUA VERDE-BLUMENAU-SC -89042001 ",338.04,4
Cliente Ficticio 1156,"R INHAUMA,   980-JARDIM IPIRANGA-AMERICANA-SP -13468510 ",4.90,4
Cliente Ficticio 1157,"R TOQUIO,    56, CASA 1-CENTRO-DIADEMA-SP -09921140 ",204.37,4
Cliente Ficticio 1158,"AV ALTOS DO SANTA RITA,   210-HIPICA-PORTO ALEGRE-RS -91755016 ",320.02,4
Cliente Ficticio 1159,"R LUIS GAMA,   164-SANTA PAULA-SAO CAETANO DO SUL-SP -09520020 ",45.38,4
Cliente Ficticio 1160,"R DOMINGOS DENUCCI,24-MORADA DO SOL-AMERICANA-SP -13470290 ",210.41,4
Cliente Ficticio 1161,"R BARTOLOMEU DE GUSMAO,70,APT 102A-VILA SAO FRANCISCO-MAUA-SP -09310680 ",113.85,4
Cliente Ficticio 1162,"R COMBU,    96, APT 103-JARDIM CARIOCA-RIO DE JANEIRO-RJ -21921610 ",210.77,4
Cliente Ficticio 1163,"R MONACO,   410-JARDIM TEXTIL-SAO PAULO-SP -03413030 ",284.32,4
Cliente Ficticio 1164,"R MIN RAUL FERNANDES,    43, APT 904-BOTAFOGO-RIO DE JANEIRO-RJ -22260040 ",212.00,4
Cliente Ficticio 1165,"R DR ARISTIDES VILLAR,   491-OITIZEIRO-JOAO PESSOA-PB -58087090 ",249.16,4
Cliente Ficticio 1167,"QUADRA 110, CJ 11, LT 14, CASA 02-RECANTO DAS EMAS-BRASILIA-DF -72602216 ",172.03,4
Cliente Ficticio 1168,"AV MAJ JOAO SCHELL,  1067-ANNES-PASSO FUNDO-RS -99020020 ",278.34,4
Cliente Ficticio 1169,"AV IPIRANGA,  8435-PARTENON-PORTO ALEGRE-RS -91530001 ",277.34,4
Cliente Ficticio 1170,"R TUSNELDA BACHMANN,   265, CASA FUNDOS-VELHA CENTRAL-BLUMENAU-SC -89040320 ",712.93,4
Cliente Ficticio 1171,"CSC, QD 05, LT 03/04, LJ 04-TAGUATINGA-BRASILIA-DF -72016055 ",109.20,4
Cliente Ficticio 1172,"AV NOVA INDEPENDENCIA,   126-BROOKLIN PAULISTA-SAO PAULO-SP -04570000 ",212.13,4
Cliente Ficticio 1173,"R ALFREDO BASTOS,    91, CASA C-REALENGO-RIO DE JANEIRO-RJ -21765040 ",206.70,4
Cliente Ficticio 1174,"AV PRF MILTON LAGE,    70-NOVA ESPERANCA-BELO HORIZONTE-MG -31230470 ",294.23,4
Cliente Ficticio 1175,"TV WE-36 (CJ CIDADE NOVA V),   312-CIDADE NOVA-ANANINDEUA-PA -67133122 ",229.89,4
Cliente Ficticio 1177,"R CECILIA SIGRIST,    30-DIC VI (CJ HAB STO D SILVA)-CAMPINAS-SP -13054661 ",228.51,4
Cliente Ficticio 1178,"R CERES,145,CS 4-VILA SAO RAFAEL-GUARULHOS-SP -07044050 ",52.89,4
Cliente Ficticio 1179,"R IRMAOS GONDULPHO,    11-ESTUARIO-SANTOS-SP -11020365 ",169.84,4
Cliente Ficticio 1180,"R BRG GAVIAO PEIXOTO,  1409, APT 4-LAPA-SAO PAULO-SP -05078000 ",214.71,4
Cliente Ficticio 1181,"R ORIGENES LESSA,    48, CASA 1-SANTA MARIA-OSASCO-SP -06149212 ",141.58,4
Cliente Ficticio 1182,"R ALFREDO COSTA,   173, FD-JARDIM LIDERANCA-SAO PAULO-SP -08220620 ",198.34,4
Cliente Ficticio 1183,"AV D PEDRO I,   927-VILA MONUMENTO-SAO PAULO-SP -01552001 ",203.21,4
Cliente Ficticio 1184,"R RIACHUELO,   161, APT 913-CENTRO-RIO DE JANEIRO-RJ -20230010 ",20.87,4
Cliente Ficticio 1185,"R CARDOSO DE ALMEIDA,    60, CJ 41-PERDIZES-SAO PAULO-SP -05013000 ",169.79,4
Cliente Ficticio 1186,"R IMOS KENNEDY,44,APT 201-CIDADE NOVA-BELO HORIZONTE-MG -31170130 ",379.65,4
Cliente Ficticio 1187,"R BAGUARI,   177, CASA-VILA VALQUEIRE-RIO DE JANEIRO-RJ -21330160 ",11.49,4
Cliente Ficticio 1188,"R APURINAS,   421, CASA 2, FD-TURIACU-RIO DE JANEIRO-RJ -21540310 ",238.86,4
Cliente Ficticio 1189,"R OLAVO BILAC,63,/ COND       APT-VL PETROPOLIS-PASSO FUNDO-RS -99050050 ",190.08,4
Cliente Ficticio 1190,"R NELSON ANTONIO DAIHA,     5, ST D, RUA H-MUSSURUNGA I-SALVADOR-BA -41490550 ",110.01,4
Cliente Ficticio 1191,"R ANTONIO GALLINA,   200-JARDIM PORTAL DO SOL-MARILIA-SP -17519320 ",75.79,4
Cliente Ficticio 1192,"R QUINTINO BOCAIUVA,  1163,   MALINA, APT 301-VILA SANTA CATARINA-AMERICANA-SP -13466300 ",153.05,4
Cliente Ficticio 1193,"R VSC DE TAUNAY,   202-VILA TIBERIO-RIBEIRAO PRETO-SP -14050500 ",53.14,4
Cliente Ficticio 1194,"R TONELERO,   153, BL 2, APT 506-COPACABANA-RIO DE JANEIRO-RJ -22030001 ",319.17,4
Cliente Ficticio 1195,"R HOMERO DE OLIVEIRA,379,COND MANSAO MAXIMS PLAZA,APT 1203-TREZE DE JULHO-ARACAJU-SE -49020190 ",319.55,4
Cliente Ficticio 1196,"R EXP PAULO DE SOUZA,   424, CASA B-ITATIAIA-BELO HORIZONTE-MG -31360270 ",137.07,4
Cliente Ficticio 1197,"R SUL AMERICA,   609, CASA A-FOGO APAGOU-SABARA-MG -34525400 ",381.34,4
Cliente Ficticio 1198,"R MOZARLANDIA,    48-CAPAO DO EMBIRA-SAO PAULO-SP -03383050 ",222.85,4
Cliente Ficticio 1199,"R SELSO MAFFESSONI,    80-ABERTA DOS MORROS-PORTO ALEGRE-RS -91751230 ",493.58,4
Cliente Ficticio 1200,"R MARMELEIRO,    81, CASA 1-CHACARA BELENZINHO-SAO PAULO-SP -03380140 ",156.46,4
Cliente Ficticio 1201,"QE, QD 09, CJ I, CASA 05-GUARA I-BRASILIA-DF -71020099 ",135.18,4
Cliente Ficticio 1203,"EST DOUGLAS W G DE ARAUJO,    37, BL H, APT 34-JARDIM BOM SUCESSO-CARAPICUIBA-SP -06335140 ",203.58,4
Cliente Ficticio 1204,"R DAS IMBAUBAS,    48, FD-DOS CASA-SAO BERNARDO DO CAMPO-SP -09840270 ",90.27,4
Cliente Ficticio 1205,"AV MARIA PESTANA,0,QD 10 LT 28-JARDIM BALNEARIO MEIA PONTE-GOIANIA-GO -74593410 ",208.78,4
Cliente Ficticio 1206,"R RUBEN BRAUM,    99-PASQUALINI-SAPUCAIA DO SUL-RS -93224610 ",164.84,4
Cliente Ficticio 1207,"R MAUES,   688, FT-BRAZ DE PINA-RIO DE JANEIRO-RJ -21235650 ",258.13,4
Cliente Ficticio 1208,"R ELVIRA,   353, CASA 02-JARDIM DIOGO-GUARULHOS-SP -07124400 ",164.36,4
Cliente Ficticio 1209,"QI, QD 27, LT 07/09, BL C, APT 204-GUARA II-BRASILIA-DF -71060277 ",102.88,4
Cliente Ficticio 1210,"AV PROF MARIO WERNECK,2230,LJ 10-BURITIS-BELO HORIZONTE-MG -30575180 ",91.61,4
Cliente Ficticio 1211,"AV TIRADENTES,   968, ED ROYAL GARDEM, APT 2601-ZONA 01-MARINGA-PR -87013260 ",370.08,4
Cliente Ficticio 1213,"R JOSE MANOEL LOPES,   183-JARDIM NOVA IPANEMA-GUARULHOS-SP -07062125 ",41.12,4
Cliente Ficticio 1214,"R CAP MENEZES,   330, APT 101-PRACA SECA-RIO DE JANEIRO-RJ -21320040 ",251.02,4
Cliente Ficticio 1215,"AV DOM JOAO VI,730,BL B AP 204-CINQUENTENARIO-BELO HORIZONTE-MG -30570066 ",334.88,4
Cliente Ficticio 1216,"R DO CASTANHEDA,    22-NAZARE-SALVADOR-BA -40040050 ",89.96,4
Cliente Ficticio 1217,"R ME BEATRIZ,    60-PADRE JULIO MARIA-BELO HORIZONTE-MG -31740270 ",177.78,4
Cliente Ficticio 1218,"R ANALIA FRANCO,964-VILA VIRGINIA-RIBEIRAO PRETO-SP -14030170 ",195.09,4
Cliente Ficticio 1219,"AV DAS NACOES,291,PETIT AP HOTEL-CANASVIEIRAS-FLORIANOPOLIS-SC -88054010 ",370.08,4
Cliente Ficticio 1220,"R CAMPINAS,   500, BL A, APT 41-BOQUEIRAO-PRAIA GRANDE-SP -11701110 ",152.98,4
Cliente Ficticio 1221,"R ANTONIO BENEDITO DO AMARAL,65,CASA:02-SANTO ANTONIO-OSASCO-SP -06130100 ",42.29,4
Cliente Ficticio 1222,"R FRANCISCO AZIANI,   455-ADELINO SIMIONI-RIBEIRAO PRETO-SP -14071390 ",87.43,4
Cliente Ficticio 1223,"R JOAO MEIRELLES,  1179, BL 2, ED POETA ZININHO, APT 22.-ABRAAO-FLORIANOPOLIS-SC -88085201 ",102.63,4
Cliente Ficticio 1224,"AV CAP JOAO,    28-MATRIZ-MAUA-SP -09360120 ",22.18,4
Cliente Ficticio 1225,"R JOSE MARIA LISBOA,   826, APT 122-JARDIM PAULISTA-SAO PAULO-SP -01423001 ",300.87,4
Cliente Ficticio 1226,"R JOSE DOMINGUES,   310-CENTRO-BRAGANCA PAULISTA-SP -12900260 ",124.87,4
Cliente Ficticio 1227,"PC GUADALAJARA,   140, CASA 1-MORRO NOVA CINTRA-SANTOS-SP -11080200 ",115.39,4
Cliente Ficticio 1228,"R MNS DE PAULA RODRIGUES,   129, BL 2 - VIVERES, APT 36-VILA BELMIRO-SANTOS-SP -11075350 ",389.25,4
Cliente Ficticio 1229,"R MANAUS,    36, CASA 3-ROCHDALE-OSASCO-SP -06226030 ",60.19,4
Cliente Ficticio 1230,"R PE ALMEIDA SILVA,   116, CASA 1-VILA CUNHA BUENO-SAO PAULO-SP -03256010 ",176.73,4
Cliente Ficticio 1231,"VICENTE PIRES, RUA 10, CH 176, LT 25-TAGUATINGA-BRASILIA-DF -72007260 ",267.98,4
Cliente Ficticio 1232,"AV ME TERESA,   621, APT 131-CENTRO-SAO JOSE DOS CAMPOS-SP -12245680 ",52.33,4
Cliente Ficticio 1233,"R PRFA ANA CANDIDA ROLIM,   157-JARDIM GONCALVES-SOROCABA-SP -18016520 ",163.80,4
Cliente Ficticio 1234,"R TORRE AZUL,   162, CASA 01-VILA SAO NICOLAU-SAO PAULO-SP -03254200 ",210.29,4
Cliente Ficticio 1235,"R DR DIBER TOBIAS DA SILVA,21-CONJUNTO HABITACIONAL VIDA NOV-CAMPINAS-SP -13057512 ",284.95,4
Cliente Ficticio 1236,"R COLMAR AMERICANO DA COSTA,121,BLOCO A APARTAMENTO 802-PITUBA-SALVADOR-BA -41830600 ",276.03,4
Cliente Ficticio 1237,"R PIRATININGA,   112-JARDIM BELA VISTA-GUARULHOS-SP -07132475 ",164.56,4
Cliente Ficticio 1239,"R DR ARMANDO BARBEDO,   299-TRISTEZA-PORTO ALEGRE-RS -91920520 ",188.90,4
Cliente Ficticio 1240,"R CORREA DUTRA,    99, APT 412-FLAMENGO-RIO DE JANEIRO-RJ -22210050 ",130.02,4
Cliente Ficticio 1241,"R COELHO NETO,   123, APT 95-VILA ITAPURA-CAMPINAS-SP -13023020 ",34.88,4
Cliente Ficticio 1242,"R CON EUGENIO LEITE,   866, APT 61-CERQUEIRA CESAR-SAO PAULO-SP -05414001 ",296.56,4
Cliente Ficticio 1243,"AV ANTONIO CARLOS C DE BARROS,  1371-VILA SONIA (SOUSAS)-CAMPINAS-SP -13105500 ",279.80,4
Cliente Ficticio 1244,"AV GARIBALDI DELIBERADOR,    99, BL DOM PEDRO I, APT 66-CLAUDIA-LONDRINA-PR -86050280 ",244.61,4
Cliente Ficticio 1245,"R TITO DIAS DE ASSIS,   149, CASA A-PARQUE SAO JOSE-BELO HORIZONTE-MG -30570470 ",322.69,4
Cliente Ficticio 1246,"R ESMERALDA,   164, CASA 2-JARDIM SANTA BARBARA-GUARULHOS-SP -07191290 ",188.84,4
Cliente Ficticio 1247,"R DR CAMPOS MOURA,   192-PARQUE ARTUR ALVIM-SAO PAULO-SP -03568010 ",450.38,4
Cliente Ficticio 1249,"R CEL BORDINI,  1094, ED ED. GISELA, APT 201-AUXILIADORA-PORTO ALEGRE-RS -90440003 ",173.18,4
Cliente Ficticio 1250,"AOS, QD 02, BL G, APT 602-OCTOGONAL-BRASILIA-DF -70660027 ",476.47,4
Cliente Ficticio 1251,"R MARTINHO DE SOUSA,    29, / A-VILA PARANAGUA-SAO PAULO-SP -03807290 ",130.10,4
Cliente Ficticio 1252,"R MAL HERMES,   766, APT 102-GUTIERREZ-BELO HORIZONTE-MG -30441110 ",308.59,4
Cliente Ficticio 1253,"R PAULO L CURSINO,   100-RESIDENCIAL SAO FRANCISCO-SAO JOSE DOS CAMPOS-SP -12227853 ",244.40,4
Cliente Ficticio 1254,"AV BRAZ DE PINA,  1739, LJ-BRAZ DE PINA-RIO DE JANEIRO-RJ -21235602 ",105.70,4
Cliente Ficticio 1255,"R JUSSARA,   176-VILA CURUCA-SANTO ANDRE-SP -09290680 ",25.61,4
Cliente Ficticio 1256,"R SANTOS,176,APT 52-BARRA FUNDA-GUARUJA-SP -11410330 ",258.44,4
Cliente Ficticio 1257,"R STA PAULA,    70, CASA BAIXO-AGRONOMIA-PORTO ALEGRE-RS -91540442 ",198.54,4
Cliente Ficticio 1258,"R ANDIROBA,    11, CASA 1-JARDIM PLANALTO-MOGI DAS CRUZES-SP -08760060 ",183.00,4
Cliente Ficticio 1259,"AV DOS INDUSTRIARIOS,695,APART B-PASSO D'AREIA-PORTO ALEGRE-RS -90520400 ",301.14,4
Cliente Ficticio 1260,"R HENFIL HENRIQUE DE SOUZA FILHO,    14-JARDIM TAIMA-EMBU DAS ARTES-SP -06823460 ",225.97,4
Cliente Ficticio 1261,"R DR OTAVIO KELLY,    20, APT 202-TIJUCA-RIO DE JANEIRO-RJ -20511280 ",357.38,4
Cliente Ficticio 1262,"R SANTOS,  2015, APT 304-JARDIM AMERICA-BELO HORIZONTE-MG -30421422 ",212.37,4
Cliente Ficticio 1263,"R PRF JOAO DUCK FILHO,   265, CASA 1-XAXIM-CURITIBA-PR -81830250 ",228.61,4
Cliente Ficticio 1264,"AV PAULO SILVA,  2222, BL 3, ED PALACIO JUSTILHIANO, APT 102-FAROLANDIA-ARACAJU-SE -49032500 ",187.00,4
Cliente Ficticio 1265,"R THOMAS ANTONIO GONZAGA,     2, FR 1-CIPAVA-OSASCO-SP -06080130 ",55.90,4
Cliente Ficticio 1266,"R JOAO JOSE DUARTE,    67-JARDIM SAO MARCOS-SOROCABA-SP -18056580 ",53.42,4
Cliente Ficticio 1267,"R JOSE FALCHI,   590-JARDIM FLORIDA PAULISTA-SAO PAULO-SP -04921090 ",247.36,4
Cliente Ficticio 1268,"AV ENG HEITOR A. EIRAS GARCIA,    79, BL A, APT 44-JARDIM ESMERALDA-SAO PAULO-SP -05588000 ",96.77,4
Cliente Ficticio 1269,"R CDOR CASTRO,   432-IPANEMA-PORTO ALEGRE-RS -91760200 ",470.43,4
Cliente Ficticio 1270,"AV VER ISAIAS PRIETO,   956, CASA 2-NUC HAB S J TADEU-ITU-SP -13304780 ",19.41,4
Cliente Ficticio 1271,"R ALVARENGA PEIXOTO,   435, APT 701-LOURDES-BELO HORIZONTE-MG -30180120 ",612.07,4
Cliente Ficticio 1272,"R JOSE BENEDITO DE FARIAS,    49-PARQUE ITAMARATI-JACAREI-SP -12307290 ",375.18,4
Cliente Ficticio 1273,"R CHILE,721,CASA 02-VILA BARCELONA-SOROCABA-SP -18025280 ",247.43,4
Cliente Ficticio 1275,"R GABRIELE DANNUNZIO,  1400, APT 10R-CAMPO BELO-SAO PAULO-SP -04619005 ",276.41,4
Cliente Ficticio 1276,"R ANA CLARA,   296-VILA MENDES-SAO PAULO-SP -03257000 ",135.61,4
Cliente Ficticio 1277,"R FRANCISCO DA PAZ,363,CASA 2-VILA DIRCE-MAUA-SP -09310340 ",76.26,4
Cliente Ficticio 1278,"R DRA ALZIRA PIRATH CORREA,   650, BL 7, APT 6-PINHEIRINHO-CURITIBA-PR -81150300 ",337.64,4
Cliente Ficticio 1279,"AV PARQUE AGUAS CLARAS,9999,QD 105 LOTE 2525  APTO 302-NORTE (AGUAS CLARAS)-BRASILIA-DF -71906500 ",410.87,4
Cliente Ficticio 1280,"R S MANOEL,    57, BL SAINT MARTIN, APT - 91-VILA GALVAO-GUARULHOS-SP -07073010 ",295.39,4
Cliente Ficticio 1281,"R ANTONIO TORQUATO,   151-VILA CAMPOS SALES-CAMPINAS-SP -13040420 ",201.54,4
Cliente Ficticio 1282,"R PRF ALVES PEDROSO,630,BL 1,APT 55-CANGAIBA-SAO PAULO-SP -03721010 ",272.44,4
Cliente Ficticio 1283,"R GUSTAVO DE ANDRADE,    49-IRAJA-RIO DE JANEIRO-RJ -21235500 ",160.04,4
Cliente Ficticio 1285,"R SEN NILO COELHO,    40-AVIACAO-PRAIA GRANDE-SP -11702510 ",161.02,4
Cliente Ficticio 1286,"R GUILHERME VIELITZ,   255-CANUDOS-NOVO HAMBURGO-RS -93546300 ",111.66,4
Cliente Ficticio 1287,"AV ONZE DE JUNHO,  1291, BL A, APT 121-VILA CLEMENTINO-SAO PAULO-SP -04041054 ",184.81,4
Cliente Ficticio 1288,"R TOMAS VELASCO,    38-JARDIM DAS ESMERALDAS-SAO PAULO-SP -05549170 ",234.54,4
Cliente Ficticio 1289,"QNP, QD 13, CJ N, LT 24-CEILANDIA NORTE-BRASILIA-DF -72241314 ",202.44,4
Cliente Ficticio 1290,"AV BARTOLOMEU DE GUSMAO,    43, BL C SANTA RITA, APT 505-BOQUEIRAO-SANTOS-SP -11045400 ",192.87,4
Cliente Ficticio 1291,"R JESUS DIZ,199-JARDIM NETINHO PRADO-JAU-SP -17208120 ",181.27,4
Cliente Ficticio 1292,"R BAGUASSU,    97, APT 51-VILA REGENTE FEIJO-SAO PAULO-SP -03344015 ",277.10,4
Cliente Ficticio 1293,"R JOAQUIM AGOSTINHO,177,CASA A-PARQUE DAS LARANJEIRAS-MARINGA-PR -87083075 ",171.20,4
Cliente Ficticio 1294,"AV DOS IPES, QD AREA, CH 22-PARQUE DAS LARANJEIRAS-GOIANIA-GO -74855390 ",382.87,4
Cliente Ficticio 1295,"R DR FERNANDO COSTA,   258-VILA VALENCA-SAO VICENTE-SP -11380600 ",134.98,4
Cliente Ficticio 1296,"R JORN ORION AUGUSTO PLATT,   247, BL 7, APT 204-JARDIM ATLANTICO-FLORIANOPOLIS-SC -88090430 ",178.25,4
Cliente Ficticio 1297,"R MARIA CRISTINA,   518, FD-JARDIM CASQUEIRO-CUBATAO-SP -11533160 ",203.24,4
Cliente Ficticio 1298,"R JOAQUIM NABUCO,    41, CASA 1-CENTRO-CAMPOS DOS GOYTACAZES-RJ -28035010 ",171.94,4
Cliente Ficticio 1299,"R AMARO ANTONIO DE ARAUJO,   183-JARDIM SANTA MARGARIDA-SAO PAULO-SP -04931030 ",129.90,4
Cliente Ficticio 1300,"R SEBASTIAO GUIMARAES CORREA,921-CONCORDIA I-ARACATUBA-SP -16013303 ",176.77,4
Cliente Ficticio 1301,"R IBIRAPUITA,   261, FT 3-ROCHA MIRANDA-RIO DE JANEIRO-RJ -21510200 ",281.95,4
Cliente Ficticio 1302,"R JULIO PEREIRA DA SILVA,55,LOJA 112-CIDADE NOVA-BELO HORIZONTE-MG -31170360 ",153.83,4
Cliente Ficticio 1303,"R GENOVEVA DE SOUZA,   465, BL A, APT 202-SAGRADA FAMILIA-BELO HORIZONTE-MG -31030220 ",46.84,4
Cliente Ficticio 1304,"R MARCIRIO DA SILVA BARBOSA,   130, CASA 13-HIPICA-PORTO ALEGRE-RS -91755030 ",95.59,4
Cliente Ficticio 1305,"R DR WASHINGTON B DE S FREITAS,   289-PQ RES SAO PEDRO-RIO GRANDE-RS -96216220 ",111.69,4
Cliente Ficticio 1306,"R VICTORIO SANTIM,2305-ITAQUERA-SAO PAULO-SP -08290001 ",50.54,4
Cliente Ficticio 1307,"R SILVA RAMOS,  1010, APT 204-CENTRO-MANAUS-AM -69025030 ",103.63,4
Cliente Ficticio 1308,"R QUINA-BRAVA,    12, FD-JARDIM SANTANA-SAO PAULO-SP -08040790 ",185.72,4
Cliente Ficticio 1309,"R 577,31,RUA OLAVO JOAO CUNHA-SAO FRANCISCO-CRICIUMA-SC -88805548 ",117.44,4
Cliente Ficticio 1311,"R DA DELFINA,   120, APT 502-TIJUCA-RIO DE JANEIRO-RJ -20511270 ",474.03,4
Cliente Ficticio 1312,"R JOAO JOSE DOS SANTOS,   388-JARDIM OLYMPIA-SAO PAULO-SP -05542020 ",170.42,4
Cliente Ficticio 1313,"R ONDINA PEDROSA NAHAS,   217-SERRANO-BELO HORIZONTE-MG -30882770 ",258.73,4
Cliente Ficticio 1314,"R 17,90,CS A-VILA NOVA (SAO SEBASTIAO)-BRASILIA-DF -71693120 ",47.44,4
Cliente Ficticio 1315,"R ALFONSO SANCHES SIMON,   651-RECANTO ELIMAR II-FRANCA-SP -14403306 ",154.19,4
Cliente Ficticio 1316,"AV DJALMA BATISTA,98,SALA 23A PAVIM. TERREO-PARQUE 10 DE NOVEMBRO-MANAUS-AM -69055038 ",119.35,4
Cliente Ficticio 1317,"R GENTIL PORTUGAL DO BRASIL,    55, BL 53, APT 101-CAMARGOS-BELO HORIZONTE-MG -30520540 ",107.18,4
Cliente Ficticio 1318,"R ATHAUALPA VAZ DE MELLO,    76-VILA REZENDE-PIRACICABA-SP -13405216 ",19.41,4
Cliente Ficticio 1319,"R DR HORTENCIO MENDONCA RIBEIRO,976-AT BOA VISTA-RIBEIRAO PRETO-SP -14025590 ",162.97,4
Cliente Ficticio 1321,"R CARLOS ALBERTO DE OLIVEIRA,   176-PARQUE DO ESTADO II-MOGI MIRIM-SP -13807672 ",104.37,4
Cliente Ficticio 1322,"R JOAQUIM COUTO, 99999, LT 66, CASA 2-PARQUE SAO JUDAS TADEU-SAO JOAO DE MERITI-RJ -25540370 ",191.89,4
Cliente Ficticio 1323,"R BELA VISTA,   400, CASA 2-JARDIM LEBLON-GUARULHOS-SP -07272000 ",371.98,4
Cliente Ficticio 1324,"R BERNARDO JACINTHO DA VEIGA,    68-NOVO MUNDO-CURITIBA-PR -81050100 ",239.37,4
Cliente Ficticio 1325,"R ROBERTO CLAUDIO,    15-VILA RE-SAO PAULO-SP -03666040 ",49.90,4
Cliente Ficticio 1326,"AV VICTOR ANDREW,  4435, CASA 34-ZONA INDUSTRIAL-SOROCABA-SP -18086390 ",187.25,4
Cliente Ficticio 1327,"R PERNAMBUCO,     5, QD 29-JARDIM DOS ESTADOS-VARZEA GRANDE-MT -78158210 ",83.27,4
Cliente Ficticio 1328,"R GEN ROCA,377,BL 5 AP 201-TIJUCA-RIO DE JANEIRO-RJ -20521070 ",22.26,4
Cliente Ficticio 1329,"R S FLORENCIO,  1500, BL 2, APT 102-CANGAIBA-SAO PAULO-SP -03733020 ",135.77,4
Cliente Ficticio 1330,"R MAXIMILIANO SONZA,   497-PROGRESSO-BENTO GONCALVES-RS -95700000 ",270.58,4
Cliente Ficticio 1331,"R DESIDERIO FERREIRA,   116, CASA 02-JARDIM MONTE KEMEL-SAO PAULO-SP -05632000 ",164.54,4
Cliente Ficticio 1332,"R HENRIQUE BARCELOS,    52-JARDIM NOSSA SENHORA DO CARMO-SAO PAULO-SP -08275540 ",114.02,4
Cliente Ficticio 1333,"R JACARANDA,   467-MONTE VERDE-SANTA CRUZ DO SUL-RS -96825750 ",49.93,4
Cliente Ficticio 1334,"R PARINTINS,   234, CASA-PRACA SECA-RIO DE JANEIRO-RJ -21321190 ",234.94,4
Cliente Ficticio 1335,"AV VER JULIANO DA COSTA MARQUES,615,APTO 303-JD ACLIMACAO-CUIABA-MT -78050253 ",201.89,4
Cliente Ficticio 1336,"R JOSE FRANCISCO DE MORAIS,   148-JARDIM COLONIAL-SAO PAULO-SP -04821150 ",154.53,4
Cliente Ficticio 1337,"R ARISTIDES AFFONSO MOREIRA DOS SANTOS,    86-ESPLANADA SANTA TEREZINHA-TAUBATE-SP -12052590 ",498.70,4
Cliente Ficticio 1338,"R RIO ABUNA,30,A-PETROPOLIS-MANAUS-AM -69067470 ",260.50,4
Cliente Ficticio 1339,"R CDOR VICENTE MELILLO,   151-CAPELA DO SOCORRO-SAO PAULO-SP -04782020 ",220.27,4
Cliente Ficticio 1340,"SRES, QD 03, BL I, CASA 39, FD 01-CRUZEIRO VELHO-BRASILIA-DF -70640095 ",158.70,4
Cliente Ficticio 1341,"R SEBASTIAO PICAO,    82-AYROSA-OSASCO-SP -06293110 ",216.78,4
